city,index
Tecumseh-Oklahoma,300.9
Tega-Cay-South-Carolina,68.3
Tehachapi-California,305.6
Tekamah-Nebraska,61.5
Telford-Pennsylvania,90.3
Tell-City-Indiana,142.5
Tellico-Plains-Tennessee,255.2
Telluride-Colorado,53.6
Temecula-California,148.5
Tempe-Arizona,329
Temple-City-California,108.8
Temple-Georgia,126.8
Temple-Terrace-Florida,185
Temple-Texas,225.7
Templeton-Massachusetts,61.9
Tenafly-New-Jersey,32.6
Tenino-Washington,102.5
Tennille-Georgia,267.1
Tequesta-Florida,87.2
Terra-Alta-West-Virginia,21.5
Terre-Haute-Indiana,377.1
Terre-Hill-Pennsylvania,95.8
Terre-du-Lac-Missouri,203.2
Terrell-Hills-Texas,111
Terrell-Texas,252.5
Teutopolis-Illinois,29.7
Tewksbury-Massachusetts,145.7
Texarkana-Arkansas,362.6
Texarkana-Texas,377
Texas-City-Texas,277.8
Texhoma-Oklahoma,43.6
Texico-New-Mexico,20.4
Thackerville-Oklahoma,90.2
Thatcher-Arizona,105.9
Thayer-Illinois,42.6
Thayer-Missouri,199.4
The-Colony-Texas,213.9
The-Dalles-Oregon,223.1
The-Village-Oklahoma,172.6
Theodosia-Missouri,199.2
Theresa-Wisconsin,73.1
Thermopolis-Wyoming,154.4
Thetford-Vermont,62.9
Thibodaux-Louisiana,340.6
Thief-River-Falls-Minnesota,110.7
Thiensville-Wisconsin,31.5
Thomas-Oklahoma,40.7
Thomasboro-Illinois,56.7
Thomaston-Connecticut,56.4
Thomaston-Georgia,384.6
Thomaston-Maine,108.4
Thomasville-Alabama,350
Thomasville-Georgia,281.6
Thomasville-North-Carolina,270.8
Thompson-Falls-Montana,316
Thompson-North-Dakota,3.9
Thomson-Georgia,463.3
Thomson-Illinois,43.9
Thorndale-Texas,330.3
Thornton-Colorado,263
Thornton-Illinois,197.7
Thornton-New-Hampshire,29.8
Thorsby-Alabama,100.4
Thousand-Oaks-California,79.5
Thrall-Texas,177.7
Three-Forks-Montana,34.9
Three-Lakes-Wisconsin,38.1
Three-Oaks-Michigan,142
Three-Rivers-Michigan,576.7
Three-Rivers-Texas,173.3
Throop-Pennsylvania,108.7
Thunderbolt-Georgia,84.8
Thurmont-Maryland,73.7
Tiburon-California,41.1
Tickfaw-Louisiana,31.3
Ticonderoga-New-York,74.1
Tieton-Washington,73.6
Tiffin-Ohio,110.7
Tifton-Georgia,650
Tigard-Oregon,179.1
Tillamook-Oregon,304.8
Tilton-Illinois,269.1
Tilton-New-Hampshire,364.4
Timberville-Virginia,78.2
Timmonsville-South-Carolina,651.9
Timnath-Colorado,116.6
Tinicum-Township-Pennsylvania,342.3
Tinley-Park-Illinois,73.5
Tinton-Falls-New-Jersey,70.2
Tioga-North-Dakota,105.6
Tioga-Pennsylvania,24.8
Tioga-Texas,7.7
Tipp-City-Ohio,104.2
Tipton-Indiana,80.4
Tipton-Iowa,184.6
Tipton-Missouri,85.6
Tipton-Oklahoma,258.5
Tiptonville-Tennessee,114.6
Tisbury-Massachusetts,225.9
Tishomingo-Oklahoma,151.3
Titusville-Florida,387.6
Titusville-Pennsylvania,140.7
Tiverton-Rhode-Island,86.8
Toccoa-Georgia,382.7
Tolar-Texas,30.1
Toledo-Illinois,17.7
Toledo-Iowa,115.6
Toledo-Ohio,457.7
Toledo-Oregon,54
Toledo-Washington,66.7
Tolleson-Arizona,724.7
Tolono-Illinois,75.7
Toluca-Illinois,48.9
Tom-Bean-Texas,154.6
Abbeville-Alabama,284.6
Abbeville-Georgia,12.6
Abbeville-Louisiana,336.9
Abbeville-South-Carolina,685.5
Aberdeen-Idaho,96.6
Aberdeen-Maryland,293.4
Aberdeen-Mississippi,204.7
Aberdeen-North-Carolina,317.8
Aberdeen-South-Dakota,302.8
Aberdeen-Washington,389.8
Abernathy-Texas,54.2
Abilene-Kansas,120
Abilene-Texas,251.8
Abingdon-Illinois,122
Abingdon-Virginia,92.3
Abington-Massachusetts,135.2
Absecon-New-Jersey,151.3
Achille-Oklahoma,133.1
Ackerman-Mississippi,173.9
Acton-Massachusetts,56.1
Acushnet-Massachusetts,69.3
Acworth-Georgia,101.5
Ada-Ohio,55.9
Ada-Oklahoma,364.7
Adair-Village-Oregon,22.4
Adairsville-Georgia,135.9
Adams-Massachusetts,202
Adams-Wisconsin,446.4
Adamstown-Pennsylvania,109.4
Adamsville-Alabama,423.3
Adamsville-Tennessee,168.6
Addis-Louisiana,32
Addison-Alabama,117.9
Addison-Illinois,140.3
Addison-Michigan,51.1
Addison-Texas,372.8
Adel-Georgia,524.4
Adel-Iowa,187.9
Adelanto-California,290.5
Adrian-Michigan,363.8
Adrian-Missouri,308.3
Advance-Missouri,181.8
Afton-Wyoming,25.3
Agawam-Massachusetts,155.3
Agoura-Hills-California,112.7
Ahoskie-North-Carolina,628.7
Aiken-South-Carolina,415.7
Airway-Heights-Washington,320.6
Aitkin-Minnesota,119.9
Akeley-Minnesota,332.6
Akron-Michigan,50.8
Akron-New-York,15.1
Akron-Ohio,446.1
Akron-Pennsylvania,26.8
Alabaster-Alabama,138.7
Alachua-Florida,215.9
Alameda-California,217.8
Alamo-Georgia,30.5
Alamo-Heights-Texas,104.6
Alamo-Tennessee,372.7
Alamo-Texas,357.5
Alamogordo-New-Mexico,200.2
Alamosa-Colorado,489.4
Alapaha-Georgia,64.5
Albany-California,235.5
Albany-Georgia,512.9
Albany-Illinois,125.6
Albany-Kentucky,10
Albany-Minnesota,20.3
Albany-New-York,355.7
Albany-Ohio,52.3
Albany-Oregon,163.3
Albany-Wisconsin,60.4
Albemarle-North-Carolina,482.1
Albers-Illinois,13.6
Albert-Lea-Minnesota,200.2
Albertville-Alabama,242.4
Albia-Iowa,216.4
Albion-Illinois,85.1
Albion-Indiana,290.4
Albion-Michigan,436.9
Albion-New-York,199.8
Albion-Pennsylvania,46.4
Albuquerque-New-Mexico,683
Alburtis-Pennsylvania,33.8
Alcester-South-Dakota,80.6
Alcoa-Tennessee,474.8
Aldan-Pennsylvania,123.4
Alderson-West-Virginia,183.3
Aledo-Illinois,53.7
Alexander-Arkansas,305.3
Alexander-City-Alabama,683.4
Alexandria-Bay-New-York,56
Alexandria-Indiana,214.6
Alexandria-Kentucky,103.8
Alexandria-Louisiana,833.5
Alexandria-Minnesota,193.3
Alexandria-New-Hampshire,45.1
Alexandria-Tennessee,111.3
Alexandria-Virginia,123.6
Alexis-Illinois,95.5
Alfred-New-York,31.8
Algoma-Wisconsin,75.2
Algona-Iowa,106.8
Algona-Washington,157.7
Algonac-Michigan,104
Algonquin-Illinois,68.3
Algood-Tennessee,259.6
Alhambra-California,160.9
Alice-Texas,340.9
Aliceville-Alabama,134.3
Aliquippa-Pennsylvania,193.7
Aliso-Viejo-California,58.1
Allegan-Michigan,130.4
Allegany-New-York,35.1
Allen-Oklahoma,111.8
Allen-Park-Michigan,147.6
Allen-Texas,77.4
Allendale-New-Jersey,28.3
Allendale-South-Carolina,897.4
Allenhurst-New-Jersey,105.4
Allentown-New-Jersey,21.3
Allentown-Pennsylvania,245.2
Alliance-Nebraska,124.1
Alliance-Ohio,154
Alma-Arkansas,486.4
Alma-Georgia,231.5
Alma-Michigan,135.8
Alma-Missouri,10.5
Almont-Michigan,173.8
Alorton-Illinois,1045.5
Alpena-Michigan,315.5
Alpha-New-Jersey,83.6
Alpharetta-Georgia,98.6
Alpine-New-Jersey,69
Alpine-Texas,116.8
Alpine-Wyoming,354.5
Alsip-Illinois,205.3
Alstead-New-Hampshire,95.3
Altamont-Illinois,149.3
Altamont-Kansas,185.3
Altamont-New-York,26.7
Altamonte-Springs-Florida,215.2
Altavista-Virginia,171.2
Alto-Georgia,62
Alto-Texas,341.4
Alton-Illinois,508.1
Alton-Missouri,31.4
Alton-New-Hampshire,192.5
Alton-Texas,138.1
Altoona-Iowa,160.4
Altoona-Pennsylvania,318.1
Altoona-Wisconsin,115.4
Alturas-California,204
Altus-Arkansas,161.9
Altus-Oklahoma,193.1
Alva-Oklahoma,71.9
Alvarado-Texas,236.6
Alvin-Texas,231.8
Amarillo-Texas,414.4
Amber-Oklahoma,23.6
Amberley-Ohio,53
Ambler-Pennsylvania,120.3
Amboy-Illinois,143.4
Ambridge-Pennsylvania,470.7
Amelia-Ohio,73.3
American-Canyon-California,178.5
American-Falls-Idaho,96.7
American-Fork-Utah,282.7
Americus-Georgia,539.9
Amery-Wisconsin,164
Ames-Iowa,162.1
Amesbury-Massachusetts,75
Amherst-Massachusetts,116.1
Amherst-New-Hampshire,58.4
Amherst-Ohio,63.6
Amherst-Virginia,84.9
Amity-Arkansas,41.5
Amity-Oregon,59.5
Amityville-New-York,59.8
Amory-Mississippi,206.1
Amsterdam-New-York,129.9
Anacortes-Washington,146.7
Anadarko-Oklahoma,378.6
Anaheim-California,219.2
Anamosa-Iowa,126.6
Anchorage-Alaska,612.5
Anchorage-Kentucky,21.3
Andalusia-Alabama,505.9
Anderson-California,363.1
Anderson-Indiana,367.7
Anderson-Missouri,185.8
Anderson-South-Carolina,464.5
Andover-Kansas,129
Andover-Massachusetts,41.1
Andover-New-Jersey,13.8
Crystal-River-Florida,720
Crystal-Springs-Mississippi,233.4
Cuba-Illinois,80.3
Cuba-Missouri,228.6
Cuba-New-Mexico,324.1
Cuba-New-York,44.4
Cudahy-California,158.6
Cudahy-Wisconsin,99.1
Cuero-Texas,250.9
Cullen-Louisiana,48.6
Cullman-Alabama,262.7
Culpeper-Virginia,130.4
Culver-City-California,312.4
Culver-Indiana,280
Cumberland-City-Tennessee,399.4
Cumberland-Gap-Tennessee,196.8
Cumberland-Indiana,216.2
Cumberland-Kentucky,36.7
Cumberland-Maine,9.4
Cumberland-Maryland,420.2
Cumberland-Rhode-Island,62.6
Cumming-Georgia,290.7
Cummington-Massachusetts,23.9
Cupertino-California,108.3
Curwensville-Pennsylvania,285.8
Cushing-Oklahoma,246.4
Cut-Bank-Montana,485.5
Cuthbert-Georgia,75.3
Cutler-Bay-Florida,197.9
Cuyahoga-Falls-Ohio,126.9
Cynthiana-Kentucky,114.7
Cypress-California,98.3
Cyril-Oklahoma,75.3
D-Iberville-Mississippi,290.3
Dacono-Colorado,108.7
Dade-City-Florida,345.4
Dadeville-Alabama,368.2
Dagsboro-Delaware,181.2
Daingerfield-Texas,236
Dale-Pennsylvania,131
Daleville-Alabama,86.3
Dalhart-Texas,239.6
Dallas-City-Illinois,180.5
Dallas-Georgia,175.4
Dallas-North-Carolina,278.7
Dallas-Oregon,169.1
Dallas-Pennsylvania,46.9
Dallas-Texas,449.3
Dallastown-Pennsylvania,19
Dalton-Georgia,217.5
Dalton-Massachusetts,45.8
Dalton-Pennsylvania,84.9
Dalworthington-Gardens-Texas,67.4
Daly-City-California,156.8
Damariscotta-Maine,126
Damascus-Arkansas,42.4
Damascus-Virginia,316.4
Dana-Point-California,92
Danbury-Connecticut,96.5
Danbury-Texas,15.1
Dandridge-Tennessee,198.5
Dania-Beach-Florida,369.6
Danielsville-Georgia,131.2
Dansville-New-York,57.6
Danube-Minnesota,181.6
Danvers-Illinois,21.7
Danvers-Massachusetts,90.7
Danville-Arkansas,36.3
Danville-California,52.3
Danville-Illinois,731.7
Danville-Indiana,158.7
Danville-Kentucky,147.3
Danville-New-Hampshire,14.2
Danville-Ohio,119.6
Danville-Pennsylvania,125.7
Danville-Virginia,281.8
Daphne-Alabama,120.4
Darby-Pennsylvania,585.7
Darby-Township-Pennsylvania,297.1
Dardanelle-Arkansas,428.3
Darien-Connecticut,61.8
Darien-Georgia,223.9
Darien-Illinois,72.9
Darien-Wisconsin,92.5
Darlington-Pennsylvania,42
Darlington-South-Carolina,809.2
Darlington-Wisconsin,117
Darrington-Washington,95.2
Dartmouth-Massachusetts,121.6
Dauphin-Island-Alabama,297.5
Davenport-Florida,87.7
Davenport-Iowa,372.1
Davenport-Oklahoma,85.8
David-City-Nebraska,96.5
Davidson-North-Carolina,65.6
Davie-Florida,190.5
Davis-California,203.3
Davis-Oklahoma,221.2
Davisboro-Georgia,4.7
Davison-Michigan,175.6
Dawson-Georgia,236.2
Dawson-Minnesota,79.8
Dawson-Springs-Kentucky,108.2
Dayton-Kentucky,105.8
Dayton-Minnesota,38.2
Dayton-Ohio,579.7
Dayton-Tennessee,194.1
Dayton-Texas,182.3
Dayton-Virginia,41.6
Daytona-Beach-Florida,484.3
Daytona-Beach-Shores-Florida,156.6
De-Beque-Colorado,32.3
De-Funiak-Springs-Florida,239.9
De-Kalb-Texas,188.2
De-Land-Florida,299.8
De-Leon-Texas,153.6
De-Pere-Wisconsin,65.2
De-Pue-Illinois,45
De-Queen-Arkansas,327
De-Ridder-Louisiana,188.6
De-Soto-Illinois,98
De-Soto-Missouri,117.9
De-Witt-Arkansas,453.8
De-Witt-Iowa,172.3
De-Witt-Michigan,58.9
DeForest-Wisconsin,65
DeKalb-Illinois,321.9
DeQuincy-Louisiana,103.3
DeSoto-Texas,216
Deadwood-South-Dakota,45.9
Deal-New-Jersey,235
Dearborn-Heights-Michigan,194.4
Dearborn-Michigan,209
Decatur-Alabama,340
Decatur-Arkansas,575.3
Decatur-Georgia,176.1
Decatur-Illinois,326.5
Decatur-Indiana,112.3
Decatur-Michigan,261.7
Decatur-Tennessee,391.9
Decatur-Texas,198.1
Decaturville-Tennessee,67.4
Decherd-Tennessee,452.6
Decorah-Iowa,97
Dedham-Massachusetts,74.2
Deephaven-Minnesota,34.4
Deer-Creek-Illinois,157.3
Deer-Lodge-Montana,99.7
Deer-Park-Illinois,56.1
Deer-Park-Ohio,48.6
Deer-Park-Texas,162.7
Deer-River-Minnesota,212.2
Deerfield-Beach-Florida,260
Deerfield-Illinois,40.7
Deerfield-Massachusetts,87.6
Deerfield-New-Hampshire,36.4
Deering-New-Hampshire,70.2
Deerpark-New-York,75.7
Defiance-Ohio,135.8
Del-City-Oklahoma,486.6
Del-Mar-California,135.3
Del-Norte-Colorado,149.7
Del-Rey-Oaks-California,229.4
Del-Rio-Texas,132.3
Delafield-Wisconsin,87.5
Delano-California,239.2
Delavan-Illinois,135.8
Delavan-Wisconsin,170.7
Delaware-City-Delaware,284.7
Delaware-Ohio,152.1
Delhi-New-York,105.4
Dellwood-Missouri,359.3
Delmar-Delaware,364.4
Delmar-Maryland,162.6
Delmont-Pennsylvania,21.4
Delphi-Indiana,148.1
Delphos-Ohio,104.3
Delray-Beach-Florida,310
Delta-Colorado,209.5
Delta-Ohio,61.7
Demarest-New-Jersey,22.8
Deming-New-Mexico,556
Demopolis-Alabama,362.3
Demorest-Georgia,95.3
Denham-Springs-Louisiana,455.2
Denison-Iowa,118.1
Denison-Texas,238.4
Denmark-South-Carolina,667.6
Denmark-Wisconsin,8.7
Dennis-Massachusetts,270.9
Dennison-Ohio,13.5
Denton-Maryland,224
Denton-Texas,196
Denver-City-Texas,86
Denver-Colorado,436.7
Great-Falls-South-Carolina,299.2
Great-Neck-Estates-New-York,29.1
Greece-New-York,142.7
Greeley-Colorado,232.6
Greeleyville-South-Carolina,100
Green-Bay-Wisconsin,232.6
Green-Cove-Springs-Florida,230.8
Green-Forest-Arkansas,378.6
Green-Island-New-York,225.2
Green-Lake-Wisconsin,36.4
Green-Mountain-Falls-Colorado,19.6
Green-Ohio,91.7
Green-River-Wyoming,72.9
Green-Tree-Pennsylvania,70.1
Green-Valley-Illinois,38.9
Greenacres-Florida,163
Greenbelt-Maryland,271.7
Greenbrier-Arkansas,124.4
Greenbrier-Tennessee,130.1
Greenburgh-New-York,73
Greencastle-Pennsylvania,30.9
Greendale-Indiana,139.9
Greendale-Missouri,84
Greendale-Wisconsin,83.6
Greene-New-York,75.6
Greeneville-Tennessee,263.9
Greenfield-California,156.5
Greenfield-Illinois,220.2
Greenfield-Indiana,96.2
Greenfield-Massachusetts,234.8
Greenfield-Missouri,160.4
Greenfield-Ohio,193.2
Greenfield-Tennessee,181.3
Greenfield-Wisconsin,159.4
Greenhills-Ohio,47.9
Greenland-Arkansas,173.8
Greenland-New-Hampshire,18.6
Greensboro-Alabama,27.1
Greensboro-Florida,235.8
Greensboro-Georgia,245.1
Greensboro-Maryland,153.7
Greensboro-North-Carolina,416.4
Greensburg-Indiana,88.2
Greensburg-Kentucky,114.5
Greensburg-Pennsylvania,192.9
Greenup-Illinois,113.7
Greenup-Kentucky,49.7
Greenville-Alabama,518
Greenville-Georgia,292.4
Greenville-Illinois,50.1
Greenville-Kentucky,80
Greenville-Maine,59.6
Greenville-Michigan,291.1
Greenville-Mississippi,489.3
Greenville-Missouri,93.9
Greenville-North-Carolina,261.7
Greenville-Ohio,251.4
Greenville-Pennsylvania,247.1
Greenville-South-Carolina,363.2
Greenville-Texas,197.2
Greenwich-Connecticut,48.2
Greenwich-New-Jersey,74.9
Greenwich-New-York,42.7
Greenwood-Arkansas,73.9
Greenwood-Delaware,260.1
Greenwood-Indiana,163
Greenwood-Lake-New-York,24.1
Greenwood-Louisiana,176.1
Greenwood-Mississippi,438.1
Greenwood-Missouri,44.7
Greenwood-South-Carolina,659
Greenwood-Village-Colorado,369.3
Greer-South-Carolina,280.3
Greers-Ferry-Arkansas,67.9
Gregory-Texas,244.7
Grenada-Mississippi,402.5
Gresham-Oregon,318.5
Gretna-Florida,172.3
Gretna-Louisiana,363.4
Gretna-Virginia,56
Greybull-Wyoming,12.4
Gridley-California,386.7
Griffin-Georgia,520.9
Griffith-Indiana,138.7
Grifton-North-Carolina,396.3
Grinnell-Iowa,315.4
Groesbeck-Texas,81.4
Grosse-Ile-Michigan,16.3
Grosse-Pointe-Farms-Michigan,71.4
Grosse-Pointe-Michigan,110.1
Grosse-Pointe-Park-Michigan,130.1
Grosse-Pointe-Shores-Michigan,50.1
Grosse-Pointe-Woods-Michigan,103.4
Groton-Connecticut,116.6
Groton-Long-Point-Connecticut,29.5
Groton-Massachusetts,65.3
Groton-New-York,65.8
Grottoes-Virginia,67.8
Grove-City-Ohio,173.5
Grove-City-Pennsylvania,79.5
Grove-Hill-Alabama,238.8
Grove-Oklahoma,254.2
Groveland-Florida,127.5
Groveland-Massachusetts,39
Groveport-Ohio,148.8
Grover-Beach-California,125.4
Groves-Texas,242.5
Grovetown-Georgia,109.2
Grundy-Center-Iowa,126
Grundy-Virginia,132.2
Gruver-Texas,116
Guadalupe-California,121.9
Guernsey-Wyoming,45.8
Guilderland-New-York,128.5
Guilford-Connecticut,60.4
Guin-Alabama,185.4
Gulf-Breeze-Florida,88.4
Gulf-Shores-Alabama,243.6
Gulf-Stream-Florida,123.5
Gulfport-Florida,213.7
Gulfport-Mississippi,349.9
Gun-Barrel-City-Texas,149.7
Gunnison-Colorado,166.1
Gunnison-Utah,367.5
Guntersville-Alabama,489.4
Gurdon-Arkansas,411.8
Gurley-Alabama,233.1
Gurnee-Illinois,199.5
Gustine-California,213.7
Guthrie-Kentucky,27.2
Guthrie-Oklahoma,183.8
Guttenberg-New-Jersey,89.8
Guy-Arkansas,121.3
Guymon-Oklahoma,146.1
Guyton-Georgia,191.9
Hackensack-New-Jersey,121.9
Hackettstown-New-Jersey,19.3
Hackleburg-Alabama,129.9
Haddon-Heights-New-Jersey,44.4
Haddonfield-New-Jersey,63.1
Hadley-Massachusetts,310.9
Hagan-Georgia,55
Hagerman-Idaho,56.6
Hagerstown-Indiana,288.6
Hagerstown-Maryland,296.1
Hahira-Georgia,163.7
Hailey-Idaho,71.4
Haileyville-Oklahoma,94.3
Haines-Alaska,99.5
Haines-City-Florida,140.8
Hainesville-Illinois,105
Hale-Center-Texas,196.5
Haledon-New-Jersey,164.2
Hales-Corners-Wisconsin,86.7
Haleyville-Alabama,426.7
Half-Moon-Bay-California,118.4
Halifax-Massachusetts,59.8
Halifax-Pennsylvania,9.6
Halifax-Virginia,133.9
Hallandale-Beach-Florida,271.8
Hallandale-Florida,369.8
Hallettsville-Texas,189.4
Hallowell-Maine,66.2
Halls-Tennessee,65.4
Hallsville-Missouri,22
Hallsville-Texas,112.8
Halstead-Kansas,39.1
Haltom-City-Texas,265.6
Hamburg-Arkansas,261.4
Hamburg-New-Jersey,25.8
Hamburg-New-York,97.6
Hamburg-Pennsylvania,138.2
Hamden-Connecticut,191.6
Hamel-Illinois,189.4
Hamilton-Alabama,251.9
Hamilton-Illinois,142.2
Hamilton-Massachusetts,18.3
Hamilton-Missouri,204.8
Hamilton-Montana,319.3
Hamilton-New-York,2.9
Hamilton-Ohio,328.1
Hamilton-Texas,186.2
Hamlet-North-Carolina,429.7
Hamlin-Texas,43.4
Hamlin-West-Virginia,193.3
Hammond-Indiana,317.4
Hammond-Louisiana,939.2
Hammond-Wisconsin,21.2
Hammondsport-New-York,38.3
Hammondville-Alabama,36
Hammonton-New-Jersey,84.5
Hampden-Maine,41.6
Hampden-Massachusetts,23.5
Hampshire-Illinois,66.3
Hampstead-Maryland,46.9
Hampstead-New-Hampshire,60.4
Hampton-Arkansas,183.3
Hampton-Falls-New-Hampshire,99.8
Hampton-Florida,209.1
Hampton-Georgia,67
Jonesville-Michigan,292.6
Jonesville-North-Carolina,478.9
Jonesville-South-Carolina,160.7
Jonesville-Virginia,150.4
Joplin-Missouri,563.7
Jordan-Minnesota,55.3
Joshua-Texas,50
Jourdanton-Texas,15.4
Judsonia-Arkansas,284.7
Junction-City-Illinois,22.3
Junction-City-Kansas,409
Junction-City-Kentucky,43.6
Junction-City-Oregon,19.8
Junction-Texas,78.6
Juneau-Alaska,449.9
Juneau-Wisconsin,54.2
Juno-Beach-Florida,58.8
Jupiter-Florida,128.3
Jupiter-Inlet-Colony-Florida,43.6
Jupiter-Island-Florida,47.1
Justice-Illinois,42.6
Kadoka-South-Dakota,105
Kahoka-Missouri,210.9
Kalama-Washington,72.3
Kalamazoo-Michigan,608.6
Kalispell-Montana,277.4
Kalkaska-Michigan,89.6
Kamas-Utah,84.1
Kamiah-Idaho,98.3
Kanab-Utah,109.5
Kane-Pennsylvania,98.3
Kankakee-Illinois,457.6
Kannapolis-North-Carolina,196
Kansas-City-Kansas,553.9
Kansas-City-Missouri,615.2
Kansas-Illinois,5.5
Kaplan-Louisiana,232.3
Karnes-City-Texas,123
Kasson-Minnesota,53
Katy-Texas,305.6
Kaufman-Texas,173.2
Kaukauna-Wisconsin,67.6
Kaysville-Utah,72.3
Keansburg-New-Jersey,140.8
Kearney-Missouri,86.2
Kearney-Nebraska,219.8
Kearny-Arizona,74.2
Kearny-New-Jersey,104
Kechi-Kansas,30.7
Keego-Harbor-Michigan,50.3
Keene-New-Hampshire,179
Keene-Texas,81.6
Keenesburg-Colorado,135.2
Keewatin-Minnesota,46
Keizer-Oregon,122.8
Keller-Texas,48
Kellogg-Idaho,137
Kellyville-Oklahoma,143.2
Kelso-Washington,269.5
Kemah-Texas,432.5
Kemmerer-Wyoming,18.9
Kemp-Texas,198.6
Kenai-Alaska,722.5
Kenansville-North-Carolina,181.3
Kendallville-Indiana,250.8
Kenedy-Texas,500.7
Kenhorst-Pennsylvania,169.5
Kenilworth-Illinois,69
Kenilworth-New-Jersey,119.3
Kenly-North-Carolina,473.6
Kenmare-North-Dakota,25.7
Kenmore-New-York,69.8
Kenmore-Washington,79.8
Kennebunk-Maine,51.1
Kennebunkport-Maine,63.1
Kennedale-Texas,154.6
Kennedy-Township-Pennsylvania,167.9
Kenner-Louisiana,217.7
Kennesaw-Georgia,111.7
Kenneth-City-Florida,241.8
Kennett-Missouri,449.8
Kennett-Square-Pennsylvania,94.6
Kennewick-Washington,250.3
Kenosha-Wisconsin,186.6
Kenova-West-Virginia,190.3
Kensett-Arkansas,176.1
Kensington-California,81.2
Kensington-New-Hampshire,45.3
Kensington-New-York,23.5
Kent-Ohio,90
Kent-Washington,343.2
Kenton-Ohio,264.3
Kenton-Tennessee,218.4
Kentwood-Louisiana,764
Kentwood-Michigan,193.9
Keokuk-Iowa,554.7
Kerens-Texas,167.8
Kerman-California,146.5
Kermit-Texas,222.7
Kernersville-North-Carolina,281.8
Kerrville-Texas,125.6
Kersey-Colorado,40.5
Ketchikan-Alaska,386.5
Ketchum-Idaho,136.8
Kettering-Ohio,124.5
Kettle-Falls-Washington,134.9
Kewanee-Illinois,320.2
Kewaskum-Wisconsin,49.7
Kewaunee-Wisconsin,83.9
Key-Biscayne-Florida,74.4
Key-Colony-Beach-Florida,38
Key-West-Florida,264.2
Keyport-New-Jersey,101.5
Keyser-West-Virginia,152.8
Kiefer-Oklahoma,147.6
Kiel-Wisconsin,178.6
Kildeer-Illinois,48.4
Kilgore-Texas,216.3
Kill-Devil-Hills-North-Carolina,277.5
Killdeer-North-Dakota,151.7
Killeen-Texas,258
Killen-Alabama,117.6
Killian-Louisiana,86.1
Kilmarnock-Virginia,75.9
Kimball-Nebraska,130.7
Kimball-South-Dakota,21.1
Kimball-Tennessee,255.5
Kimberling-City-Missouri,187.2
Kimberly-Alabama,138.9
Kimberly-Idaho,89.6
Kincaid-Illinois,145.3
Kinder-Louisiana,329.1
King-City-California,103.8
King-City-Missouri,39.8
King-City-Oregon,86.2
Hampton-Illinois,77.4
Hampton-Iowa,35.7
Hampton-New-Hampshire,106
Hampton-South-Carolina,612.6
Hampton-Township-Pennsylvania,42
Hampton-Virginia,242.7
Hamtramck-Michigan,321.2
Hanahan-South-Carolina,155.9
Hanceville-Alabama,287.8
Hancock-Maryland,18.2
Hancock-Michigan,117.4
Hancock-New-Hampshire,16.9
Hancock-New-York,131.7
Hanford-California,224.1
Hanna-Wyoming,10.4
Hannibal-Missouri,430.8
Hanover-Illinois,81.7
Hanover-Massachusetts,38.7
Hanover-New-Hampshire,69.7
Hanover-Park-Illinois,61.2
Hanover-Pennsylvania,141.8
Hanson-Massachusetts,58.8
Hapeville-Georgia,731.8
Harahan-Louisiana,66.5
Harbor-Beach-Michigan,400.9
Harbor-Springs-Michigan,36.4
Hardeeville-South-Carolina,370.2
Hardin-Illinois,81.4
Hardin-Missouri,170.7
Hardinsburg-Kentucky,87.4
Hardwick-Massachusetts,155.3
Hardwick-Vermont,119.6
Hardy-Arkansas,188.8
Harker-Heights-Texas,147.5
Harlan-Iowa,63.8
Harlan-Kentucky,243.5
Harlem-Georgia,115.4
Harleyville-South-Carolina,147.2
Harlingen-Texas,359.8
Harmony-Township-Pennsylvania,102.9
Harper-Kansas,193.5
Harper-Woods-Michigan,426.1
Harpers-Ferry-West-Virginia,8.2
Harpersville-Alabama,222.5
Harrah-Oklahoma,136.9
Harriman-New-York,73
Harriman-Tennessee,251.6
Harrington-Delaware,452.4
Harrington-Park-New-Jersey,5.1
Harrisburg-Arkansas,430.3
Harrisburg-Illinois,349.5
Harrisburg-Pennsylvania,414.1
Harrison-Arkansas,245.8
Harrison-New-Jersey,163.9
Harrison-New-York,24.2
Harrison-Ohio,60
Harrison-Township-Pennsylvania,134.6
Harrisonburg-Virginia,154.5
Harrisonville-Missouri,274.2
Harrisville-Utah,243.1
Harrodsburg-Kentucky,111.5
Hart-Michigan,486.8
Hartford-Alabama,276.8
Hartford-City-Indiana,81.9
Hartford-Connecticut,379.9
Hartford-Illinois,149.6
Hartford-Kentucky,28.7
Hartford-Michigan,71.1
Hartford-Vermont,238.9
Hartford-Wisconsin,93.1
Hartland-Wisconsin,60.4
Hartselle-Alabama,216.3
Hartshorne-Oklahoma,245.6
Hartsville-South-Carolina,771.3
Hartville-Missouri,39.6
Hartville-Ohio,41.7
Hartwell-Georgia,342.7
Harvard-Illinois,114.9
Harvard-Massachusetts,61.2
Harvey-Cedars-New-Jersey,100.3
Harvey-Illinois,603.8
Harvey-North-Dakota,26.7
Harveys-Lake-Pennsylvania,21.3
Harwich-Massachusetts,89.8
Harwood-Heights-Illinois,183
Hasbrouck-Heights-New-Jersey,26.6
Haskell-Oklahoma,62.7
Haskell-Texas,130.5
Hastings-Michigan,180.8
Hastings-Minnesota,154.1
